paper,question,answer,reference_figure,reference_figure_caption,generated_answer
1707.01917v2,Which method achieves the highest accuracy on the Shootings dataset?,TFBA,1707.01917v2-Table5-1.png,"Higher-order RSI accuracies of various methods on the three datasets. Induced schemata for each dataset and method are evaluated by three human evaluators, E1, E2, and E3. TFBA performs better than HardClust for Shootings and NYT Sports datasets. Even though HardClust achieves better accuracy on MUC dataset, it has several limitations, see Section 4 for more details. Chambers-13 solves a slightly different problem called event schema induction, for more details about the comparison with Chambers-13 see Section 4.1.",UnCoRd-VG-E
1707.00189v3,"Which model performs best when trained on the NYT dataset and evaluated on the WT14 dataset, and how does its performance compare to the baselines?","The Conv-KNRM model performs best when trained on the NYT dataset and evaluated on the WT14 dataset, achieving an nDCG@20 score of 0.3215. This performance is significantly better than all the baselines: BM25 (B), WT10 (W), and AOL (A).",1707.00189v3-Table1-1.png,"Table 1: Ranking performance when trained using contentbased sources (NYT and Wiki). Significant differences compared to the baselines ([B]M25, [W]T10, [A]OL) are indicated with ↑ and ↓ (paired t-test, p < 0.05).",The largest performance gap is observed in the PubMed + UMLS dataset using the F1@K metric with K=1.
1706.08146v3,What is the relationship between projection sparsity and normalized reconstruction error?,"The normalized reconstruction error decreases as the projection sparsity increases, up to a certain point. After that, the error starts to increase again.",1706.08146v3-Figure5-1.png,Figure 5: NMF reconstruction error vs. projection matrix column sparsity.,The reconstruction error increases as the compression factor increases.
1706.08146v3,What is the relationship between compression factor and reconstruction error?,The reconstruction error increases as the compression factor increases.,1706.08146v3-Figure6-1.png,Figure 6: Accuracy of tensor decomposition on compressed EEG data. Left: Normalized reconstruction error; dashed line indicates baseline reconstruction error on original data. Right: Median Pearson correlations between recovered factors and factors computed from original data.,Factorize-Recover
1706.08146v3,What are the three steps involved in compressed matrix factorization?,"The three steps involved in compressed matrix factorization are: 

1. Compress the full data matrix M to obtain a compressed matrix M̃. 
2. Factorize M̃ to obtain matrices W̃ and H̃. 
3. Approximate the left factor of M via sparse recovery on each column of W̃.",1706.08146v3-Figure1-1.png,"Figure 1: Schematic illustration of compressed matrix factorization. (i) The matrix M̃ is a compressed version of the full data matrix M . (ii) We directly factorize M̃ to obtain matrices W̃ and H̃. (iii) Finally, we approximate the left factor of M via sparse recovery on each column of W̃ .",The reconstruction error increases as the compression factor increases.
1706.08146v3,Which dataset would likely benefit the most from using the Fac.-Recover approach instead of Recover-Fac. in terms of computational efficiency?,The Leukemia dataset would likely benefit the most from using the Fac.-Recover approach.,1706.08146v3-Table1-1.png,"Table 1: Summary of DNA microarray gene expression datasets, along with runtime (seconds) for each stage of the NMF pipeline on compressed data. Factorize-Recover runs only r instances of sparse recovery, as opposed to the m instances used by the alternative, Recover-Factorize.",VIDXL has the highest Recall@20 and MRR@20.
1706.08146v3,What is the effect of increasing the projection dimension d on the approximation error for sparse PCA and NMF?,Increasing the projection dimension d decreases the approximation error for both sparse PCA and NMF.,1706.08146v3-Figure2-1.png,"Approximation errors Err(X,X∗) := ‖X −X∗‖F /‖X∗‖F for sparse PCA and NMF on synthetic data with varying column sparsity k of W and projection dimension d. The values of d correspond to 10×, 5×, and 2.5× compression respectively. Err(W̃ , PW ) measures the distance between factors in the compressed domain: low error here is necessary for accurate sparse recovery. Err(Ŵ ,W ) measures the error after sparse recovery: the recovered factors Ŵ typically incur only slightly higher error than the oracle lower bound (dotted lines) where PW is known exactly.","The normalized reconstruction error decreases as the projection sparsity increases, up to a certain point. After that, the error starts to increase again."
1706.08146v3,Which method achieves lower approximation error when the compression factor is greater than 3?,Factorize-Recover,1706.08146v3-Figure3-1.png,"Figure 3: Normalized reconstruction errors ‖Ŵ Ĥ −M‖F /‖M‖F for NMF on gene expression data with varying compression factors n/d. FR (blue, solid) is Factorize-Recover, RF (orange, dotted) is RecoverFactorize. The horizontal dashed line is the error when M is decomposed in the original space. Perhaps surprisingly, when n/d > 3, we observe a reduction in reconstruction error when compressed data is first factorized. See the text for further discussion.",The reconstruction error increases as the compression factor increases.
1901.00056v2,What is the range of values for the context number hyperparameter?,The range of values for the context number hyperparameter is from 1 to 20.,1901.00056v2-Table5-1.png,Hyperparameter settings.,The NYT Sports dataset has the highest value for λa (0.9).
1901.00056v2,What is the effect of increasing the margin on the AUC and MAP values?,"The AUC and MAP values initially increase with increasing margin, but then decrease after a certain point.",1901.00056v2-Figure3-1.png,Sensitivity analysis.,There is a positive linear relationship between the Similarity Ratio and AUC Increasing.
1901.00056v2,"Which model and training objective combination performs best on the PubMed + UMLS dataset, and how does it compare to the DPE baseline?","The SYNONYMNET(Pairwise) model with Leaky Unit performs best on the PubMed + UMLS dataset, achieving an AUC of 0.9838 and a MAP of 0.9872. This is a statistically significant improvement over the DPE baseline, which achieved an AUC of 0.9513 and a MAP of 0.9623.",1901.00056v2-Table2-1.png,Table 2: Test performance in AUC and MAP on three datasets. † indicates the significant improvement over all baselines (p < 0.05).,The largest performance gap is observed in the PubMed + UMLS dataset using the F1@K metric with K=1.
1901.00056v2,Which dataset has the most entities?,MedBook + MKG,1901.00056v2-Table1-1.png,Dataset Statistics.,Cars are the most common object in the dataset.
1901.00056v2,What are the four steps involved in the synonym discovery process using {\modelname}?," The four steps involved in the synonym discovery process are: 

1. **Entity representation learning:** Learn entity representations from the corpus using WEMBED.
2. **NN search:** Perform a nearest neighbor search to find candidate entities for the query entity.
3. **Synonym score calculation:** Calculate the synonym score between the query entity and each candidate entity using SYNONYM NET.
4. **Synonym entity discovery:** Select the candidate entities with the highest synonym scores as the discovered synonym entities.",1901.00056v2-Figure2-1.png,Figure 2: Synonym discovery during the inference phase with SYNONYMNET.,The Leaky Unit helps to aggregate the context information from different sources and allows the model to learn the relationships between entities and their contexts.
1901.00056v2,What is the role of the Leaky Unit in the SYNONYMNET model?,The Leaky Unit helps to aggregate the context information from different sources and allows the model to learn the relationships between entities and their contexts.,1901.00056v2-Figure1-1.png,Overview of the proposed model SYNONYMNET. The diamonds are entities. Each circle is associated with a piece of context in which an entity appears. SYNONYMNET learns to minimize the loss calculated using multiple pieces of contexts via bilateral matching with leaky units.," The four steps involved in the synonym discovery process are: 

1. **Entity representation learning:** Learn entity representations from the corpus using WEMBED.
2. **NN search:** Perform a nearest neighbor search to find candidate entities for the query entity.
3. **Synonym score calculation:** Calculate the synonym score between the query entity and each candidate entity using SYNONYM NET.
4. **Synonym entity discovery:** Select the candidate entities with the highest synonym scores as the discovered synonym entities."
1901.00056v2,Which dataset and evaluation metric combination shows the largest performance gap between the best performing model and the baseline model DPE?,The largest performance gap is observed in the PubMed + UMLS dataset using the F1@K metric with K=1.,1901.00056v2-Table4-1.png,Table 4: Performance on Synonym Discovery.,"The Conv-KNRM model performs best when trained on the NYT dataset and evaluated on the WT14 dataset, achieving an nDCG@20 score of 0.3215. This performance is significantly better than all the baselines: BM25 (B), WT10 (W), and AOL (A)."
1805.08465v3,Which steganography method achieves the best performance in terms of distortion for both cover and secret images when embedding 2 bits per channel?,The proposed method achieves the best performance for both cover and secret images when embedding 2 bits per channel.,1805.08465v3-Table1-1.png,"Table 1: Performance comparison of image steganography. In the experiment, we use SIR (dB) to quantify the distortion of both cover(C) and secret(S) images, where larger value of SIR indicates better performance. For each row, the SIR value will be highlighted if it outperforms other methods under a given parameter.",DCT and wavelet representations.
1707.01922v5,What is the difference between testing domain adaptation and testing sensor fusion?,"In testing domain adaptation, the source and target CNNs are trained on different domains, and the joint classifier is used to predict the class of the target data. In testing sensor fusion, the source and target CNNs are trained on the same domain, and the joint classifier is used to predict the class of the target data using both the source and target data.",1707.01922v5-Figure3-1.png,"An overview of the ZDDA testing procedure. We use the SUN RGB-D [36] images for illustration. Different from the color coding in Fig. 2, the colors here are purely used to distinguish different CNNs/classifiers/predictions",(a) ZDDA simulates the target-domain representation using the source-domain data.
1707.01922v5,Which method performs better in terms of classification accuracy?,ZDDA3,1707.01922v5-Figure4-1.png,Performance comparison between the two sensor fusion methods with black images as the noisy images. We compare the classification accuracy (%) of (a) naive fusion and (b) ZDDA3 under different noise levels in both RGB and depth testing data. (c) shows that ZDDA3 outperforms the naive fusion under most conditions,UnCoRd-VG-E
1707.01922v5,What is the role of the task-irrelevant data in ZDDA?,The task-irrelevant data is used to simulate the RGB representation using the gray scale image. This allows ZDDA to learn a joint network that can be used to classify digits in both the gray scale and RGB domains.,1707.01922v5-Figure1-1.png,"Fig. 1. We propose zero-shot deep domain adaptation (ZDDA) for domain adaptation and sensor fusion. ZDDA learns from the task-irrelevant dual-domain pairs when the task-relevant target-domain training data is unavailable. In this example domain adaptation task (MNIST [27]→MNIST-M [13]), the task-irrelevant gray-RGB pairs are from the Fashion-MNIST [46] dataset and the Fashion-MNIST-M dataset (the colored version of the Fashion-MNIST [46] dataset with the details in Sec. 4.1)","The key difference lies in the availability of target-domain training data. While UDA and MVL methods require T-R training data from the target domain, ZDDA does not. ZDDA only requires T-R training data from a single source domain."
1707.01922v5,What is the key difference between ZDDA and UDA/MVL in terms of the available training data?,"The key difference lies in the availability of target-domain training data. While UDA and MVL methods require T-R training data from the target domain, ZDDA does not. ZDDA only requires T-R training data from a single source domain.",1707.01922v5-Table1-1.png,"Table 1. Problem setting comparison between ZDDA, unsupervised domain adaptation (UDA), multi-view learning (MVL), and domain generalization (DG)",(a) ZDDA simulates the target-domain representation using the source-domain data.
1707.01922v5,"If you are performing domain adaptation with ZDDA using AlexNet as the base network architecture and $D_F$ as the target domain, which layers of the network would be considered part of the source CNN and which would be part of the source classifier?","In this scenario, the source CNN would consist of the AlexNet architecture up to and including the ""fc7"" layer. The remaining layers of AlexNet would then be used as the source classifier.",1707.01922v5-Table4-1.png,"Table 4. The base network architecture (BNA) we use in our experiments. For each BNA, We specify the layer separating the source/target CNN and the source classifier in Fig. 2. The layer name in the right column is based on the official Caffe [24] and SqueezeNet v1.1 [23] implementation of each BNA",(a) ZDDA simulates the target-domain representation using the source-domain data.
1707.01922v5,"Which of the following statements about the training procedure of ZDDA is true?

(a) ZDDA simulates the target-domain representation using the source-domain data. (b) ZDDA builds a joint network with the supervision from the target domain. (c) ZDDA trains a sensor fusion network in step 1. (d) ZDDA trains a sensor fusion network in step 2.",(a) ZDDA simulates the target-domain representation using the source-domain data.,1707.01922v5-Figure2-1.png,"Fig. 2. An overview of the ZDDA training procedure. We use the images from the SUN RGB-D [36] dataset for illustration. ZDDA simulates the target-domain representation using the source-domain data, builds a joint network with the supervision from the source domain, and trains a sensor fusion network. In step 1, we choose to train s1 and fix t, but we can also train t and fix s1 to simulate the target-domain representation. In step 2, t can also be trainable instead of being fixed, but we choose to fix it to make the number of trainable parameters manageable. The details are explained in Sec. 3","In this scenario, the source CNN would consist of the AlexNet architecture up to and including the ""fc7"" layer. The remaining layers of AlexNet would then be used as the source classifier."
1901.00398v2," Which type of review was more accurately identified by the human evaluators, human-written or machine-generated? ",The human evaluators were more accurate at identifying human-written reviews than machine-generated reviews.,1901.00398v2-Figure2-1.png,Figure 2: Accuracy of human evaluators on individual reviews: H1 - individual votes; H2 - majority votes.,MLE SeqGAN and Word LSTM with temperature 1.0.
1901.00398v2,Which type of generator generally produced reviews that were most easily identified as machine-generated by the meta-adversarial evaluators?,MLE SeqGAN and Word LSTM with temperature 1.0.,1901.00398v2-Table4-1.png,"Table 4: Accuracy of deep (LSTM, CNN, CNN & LSTM) and shallow (SVM, RF, NB, XGBoost) meta-adversarial evaluators. The lower the better. Meta-adversarial evaluators do better than humans on individual reviews, with less bias between the two classes. GAN-based generators are considered best by meta-adversarial evaluators.",The human evaluators were more accurate at identifying human-written reviews than machine-generated reviews.
1901.00398v2,What is the task that the AMT workers are being asked to do?,The AMT workers are being asked to decide whether each of twenty one paragraphs extracted from product reviews is real (written by a person) or fake (written by a computer algorithm).,1901.00398v2-Figure8-1.png,Figure 8: Screenshot of the instructions presented to Amazon Mechanical Turk workers.,Aspect-level sentiment classification (ALSC) and aspect category detection (ACD).
1805.08751v2,What is the role of the GDU and HFLU modules in the FAKEDETECTOR framework?,"The GDU (Gated Dilated Unit) modules are responsible for extracting features from the input data, while the HFLU (Hybrid Feature Learning Unit) modules are responsible for fusing the features extracted by the GDU modules.",1805.08751v2-Figure5-1.png,The Architecture of Framework FAKEDETECTOR.,The code layer is responsible for generating a compressed representation of the input data. This compressed representation is then used by the decoder to reconstruct the original data.
1707.06320v2,Which model performs the best for caption retrieval in terms of R@1 and MEDR? Briefly explain why the performance might be better than other models.,Cap2Img performs the best for caption retrieval in terms of both R@1 (27.1) and MEDR (4.0). This suggests that the model is more successful at retrieving the most relevant caption for a given image compared to other models.,1707.06320v2-Table1-1.png,"Table 1: Retrieval (higher is better) results on COCO, plus median rank (MEDR) and mean rank (MR) (lower is better). Note that while this work underwent review, better methods have been published, most notably VSE++ (Faghri et al., 2017).","It is difficult to definitively say which system performs better for low-quality captions based solely on the provided data. However, we can observe some trends:

1. When the SMT average rank is below 3, the CCA average rank is also lower (1.64 vs. 1.77).
2. When the SMT average rank is 3 or higher, the CCA average rank is significantly higher (3.54 vs. 3.46).

This suggests that CCA might perform relatively better for low-quality captions, but more data and analysis are needed for a conclusive answer."
1707.06320v2,"Which type of grounding appears to be most beneficial for the MRPC task, and how does its performance compare to the baseline model (ST-LN)?","GroundSent-Cap appears to be most beneficial for the MRPC task, achieving an accuracy of 72.9/82.2 compared to the baseline model ST-LN's 69.6/81.2.",1707.06320v2-Table2-1.png,Table 2: Accuracy results on sentence classification and entailment tasks.,"The GroundSent-Both model performs best on the SNLI dataset, achieving an accuracy of 72.0%. Grounding contributes to an improvement of 4.7% compared to the baseline STb-1024 model, which achieves 67.3%."
1707.06320v2,"Which model performs best on the SNLI dataset, and how much does grounding contribute to its performance compared to the baseline STb-1024 model?","The GroundSent-Both model performs best on the SNLI dataset, achieving an accuracy of 72.0%. Grounding contributes to an improvement of 4.7% compared to the baseline STb-1024 model, which achieves 67.3%.",1707.06320v2-Table3-1.png,"Table 3: Thorough investigation of the contribution of grounding, ensuring equal number of components and identical architectures, on the variety of sentence-level semantic benchmark tasks. STb=SkipThought-like model with bidirectional LSTM+max. 2×STb-1024=ensemble of 2 different STb models with different initializations. GroundSent is STb-1024+Cap2Cap/Img/Both. We find that performance improvements are sometimes due to having more parameters, but in most cases due to grounding.","The model with the highest test accuracy is MTSA, with an accuracy of 86.3%. Its training time per epoch is 180s, which is faster than the training time of several other models with lower accuracy, such as Bi-LSTM (854s), Bi-GRU (850s), and DiSA (390s)."
1707.06320v2,How do the word embeddings learned by the Cap2Img model compare to the original GloVe embeddings in terms of semantic similarity?,The word embeddings learned by the Cap2Img model outperform the original GloVe embeddings in terms of semantic similarity.,1707.06320v2-Table5-1.png,Table 5: Spearman ρs correlation on four standard semantic similarity evaluation benchmarks.,Sentences that are closer together in the embedding space are more semantically similar than those that are farther apart.
1707.06320v2,"What is the role of the ""max"" function in the model architecture?","The ""max"" function is used to select the most probable word at each time step in the decoding process.",1707.06320v2-Figure1-1.png,"Model architecture: predicting either an image (Cap2Img), an alternative caption (Cap2Cap), or both at the same time (Cap2Both).","The ""True max"" curve is the true maximum of the function, while the ""ALOQ"" curve is an approximation of the maximum. The ""ALOQ"" curve is lower than the ""True max"" curve, indicating that it underestimates the maximum value of the function."
1707.08608v3,Which genre in the SRL-NW network has the lowest failure rate and how does its inference time compare to other genres within the same network?,"The PT genre within the SRL-NW network has the lowest failure rate at 10.01%. Its inference time is also the lowest across all genres in the SRL-NW network for all three inference procedures (Viterbi, GBI, and A*).",1707.08608v3-Table11-1.png,"Table 11: Comparison of runtime for difference inference procedures in the noise-free constraint setting: Viterbi, A*(He et al. 2017) and GBI. For SRL-100 refer Table 1 and SRL-NW is a model trained on NW genre.","GBI is more effective than A* in reducing the disagreement rate on the SRL-100 network's failure set. After applying GBI, the average disagreement rate drops to 24.92%, while A* only reduces it to 33.91%. This represents an 19.93% greater reduction in disagreement rate when using GBI compared to A*."
1707.08608v3,Which genre shows the **largest absolute improvement** in F1 score on the failure set after applying GBI for **both** syntactic parsing and SRL?,Pivot Corpus (PT) shows the largest absolute improvement in F1 score on the failure set after applying GBI for both syntactic parsing and SRL.,1707.08608v3-Table5-1.png,"Table 5: Evaluation of syntactic parser and SRL system on out-of-domain data. F1 scores are reported on the failure set. SRL model was trained on NW and the syntactic parser was trained on WSJ Section on OntoNote v5.0. Except PT, which is new and old Testament, all failure rate on out-domain data is higher than that of in-domain (11.9% for parsing and 18.1% for SRL) as suspected. The table shows that GBI can be successfully applied to resolve performance degradation on out-of-domain data.","GBI is more effective than A* in reducing the disagreement rate on the SRL-100 network's failure set. After applying GBI, the average disagreement rate drops to 24.92%, while A* only reduces it to 33.91%. This represents an 19.93% greater reduction in disagreement rate when using GBI compared to A*."
1707.08608v3,How did the accuracy of the model change as the iterations progressed?,The accuracy of the model increased from 66.7% to 100% as the iterations progressed.,1707.08608v3-Table9-1.png,A sequence transduction example for which enforcing the constraints improves accuracy. Red indicates errors.,The accuracy of the model decreases as the value of c increases.
1707.08608v3,What is the effect of enforcing syntactic constraints on the semantic role labeling output?,"Enforcing syntactic constraints can correct the number of agreeing spans, and also change the semantic roles assigned to tokens.",1707.08608v3-Table7-1.png,"A semantic role labeling example for which the method successfully enforces syntactic constraints. The initial output has an inconsistent span for token ”really like this”. Enforcing the constraint not only corrects the number of agreeing spans, but also changes the semantic role ”B-ARG2” to ”B-ARGM-ADV” and ”I-ARG2” to ”B-ARG2”..","No, adversarial examples generated with the 2-keyword constraint deviate significantly from the original syntactic structure."
1707.08608v3,What is the relationship between the number of shifts and the accuracy of the output?,The accuracy of the output increases as the number of shifts increases.,1707.08608v3-Table8-1.png,"A shift-reduce example for which the method successfully enforces constraints. The initial output has only nine shifts, but there are ten tokens in the input. Enforcing the constraint not only corrects the number of shifts to ten, but changes the implied tree structure to the correct tree.",The accuracy of the model decreases as the value of c increases.
1707.08608v3,"Which inference method consistently leads to the highest F1 score on the failure set across all three networks (Net3, Net4, and Net5)?",Beam search with a width of 9 consistently leads to the highest F1 score on the failure set across all three networks.,1707.08608v3-Table4-1.png,"Table 4: Evaluation of GBI on simpler, low-resource seq2seq networks. Here, we also evaluate whether GBI can be used in combination with different inference techniques: greedy and beam search of various widths.","The PT genre within the SRL-NW network has the lowest failure rate at 10.01%. Its inference time is also the lowest across all genres in the SRL-NW network for all three inference procedures (Viterbi, GBI, and A*)."
1707.08608v3,How does GBI compare to A* in terms of reducing disagreement rate on the SRL-100 network's failure set?,"GBI is more effective than A* in reducing the disagreement rate on the SRL-100 network's failure set. After applying GBI, the average disagreement rate drops to 24.92%, while A* only reduces it to 33.91%. This represents an 19.93% greater reduction in disagreement rate when using GBI compared to A*.",1707.08608v3-Table1-1.png,"Table 1: Comparison of the GBI vs. A*inference procedure for SRL. We report the avg. disagreement rate, F1-scores and exact match for the failure set (columns 5-10) and F1-score for the whole test set (last 2 columns). Also, we report performances on a wide range of reference models SRL-X, where X denotes % of dataset used for training. We employ Viterbi decoding as a base inference strategy (before) and apply GBI (after) in combination with Viterbi.","The PT genre within the SRL-NW network has the lowest failure rate at 10.01%. Its inference time is also the lowest across all genres in the SRL-NW network for all three inference procedures (Viterbi, GBI, and A*)."
1809.00263v5,What is the value of the learning rate α for the BAIR dataset?,0.0002,1809.00263v5-Table3-1.png,Hyper parameters for training on different datasets,5.00E-05
1809.00263v5,Which feature has the highest dimensionality in the first two dimensions?,All features have the same dimensionality in the first two dimensions.,1809.00263v5-Table2-1.png,The dimensionalities of different features,MedBook + MKG
1809.00263v5,What is the relationship between the length of the interval and the uncertainty in the generated frames?,The uncertainty in the generated frames increases with the length of the interval.,1809.00263v5-Figure2-1.png,Figure 2: The difference of the randomness between shortterm and long-term intervals: The camera in scenario 1 can capture every other frame and the camera in scenario 2 captures 1 frame for every 4 frames. The red and the green trajectories indicate two possible motions in each scenario.,MINE
1809.00263v5,"Explain the likely reason why the ""SDVI loss term 1&3"" model performs worse than the full SDVI model in terms of PSNR and SSIM across all datasets.","The ""SDVI loss term 1&3"" model only uses the pixel reconstruction loss and the inclusive KL divergence loss, while the full SDVI model additionally incorporates the pixel prediction loss and the exclusive KL divergence loss. According to the passage, the exclusive KL divergence term encourages the inference distribution to be more accurate, while the pixel prediction loss further improves video quality during inference. Therefore, the absence of these terms in the ""SDVI loss term 1&3"" model likely explains its inferior performance compared to the full SDVI model.",1809.00263v5-Table1-1.png,Table 1: Metrics averaging over all 7 intermediate frames. We report the scores of the best-sampled sequences for SDVI.,The proposed method achieves significantly higher MS-SSIM scores than H.264 at bitrates below 10 Kbps.
1809.00263v5,What is the difference between the Inference module and the Posterior module?,"The Inference module takes the previous frame (Xt-1) and the dynamic constraint (ĥt) as input, while the Posterior module takes the current frame (Xt) as input. This means that the Inference module is trying to predict the next frame based on the previous frame and the dynamic constraint, while the Posterior module is trying to reconstruct the current frame.",1809.00263v5-Figure3-1.png,"Training of SDVI: All Encoder (green) share the same weights. The blue and the yellow network are Extractor and Decoder. Reference module creates dynamic constraint ĥt at each step. At step t, Inference module takes Xt−1 and ĥt, while Posterior module takes Xt. Inference module and Posterior module will produce different zt and therefore different output frames X̃infr",The representation module takes an input image and outputs a feature representation. The learning-to-learn module takes a set of features and learns how to segment the image.
1809.00263v5,Which method generates the best moving objects?,SDVI,1809.00263v5-Figure16-1.png,A more complicated UCF101 example: a real basketball video sequence involving multiple objects. Our method can model the dynamic correctly and generate better moving objects than SuperSloMo and SepConv.,LambdaMART
1809.00263v5,What is the effect of the sliding tendency of SepConv on the generated images?,The sliding tendency of SepConv will cause motion errors and high LMS.,1809.00263v5-Figure13-1.png,The sliding tendency of SepConv will cause motion errors and high LMS.,The input patches are used to generate the images. The generator network takes the input patches as input and generates new images that are similar to the input patches.
1809.00263v5,What is the role of the residual connections in the RBConvLSTM network?,The residual connections add the output of the previous layer to the input of the next layer. This helps to improve the flow of information through the network and can help to prevent vanishing gradients.,1809.00263v5-Figure4-1.png,"Figure 4: A two layers RBConvLSTM: The initial cell states of the first layer are assigned as Cstart and Cend. hS and hT are taken as inputs. Combined with the residuals (red arrows), each layer’s outputs (yellow arrows) would go through a convolution module and become the inputs (green arrows) to the next layer.","The residual connection allows the output of a layer to be added to the output of another layer, which helps to improve the flow of information through the network."
1809.00263v5,What is the relationship between the feature maps of $\sigma$ and $\mu$ and the sampled vector?,The sampled vector is element-wise multiplied by the feature map of $\sigma$ and added to the feature map of $\mu$.,1809.00263v5-Figure6-1.png,The sampled vector (in the middle) is applied on all locations.,The generated high-res digit follows the given class label.
1708.00160v2,"What is the probability of finding the pattern {head=F, ant=NAM} in the data?",1,1708.00160v2-Figure4-1.png,"Conditional FP-Tree for the p = {head=F, ant=NAM} pattern.",2
1708.00160v2,"What is the support value of the node ""ana=NAM""?",2,1708.00160v2-Figure2-1.png,FP-Tree with corresponding support values of the nodes.,The average metadata required per node for the Op-based BP+RR approach increases as the number of nodes in the network increases.
1708.00160v2,Which coreference model performs best on the CoNLL test set according to the F$_1$ score? Is this performance statistically significant compared to all other models in the table?,"The ""ensemble"" model of e2ef achieves the highest F$_1$ score of 68.83 on the CoNLL test set. Yes, this performance is statistically significant compared to all other models listed in the table, as indicated by the caption and footnote referencing the approximate randomization test.",1708.00160v2-Table4-1.png,"Table 4: Comparisons on the CoNLL test set. The F1 gains that are statistically significant: (1) “+EPM” compared to “toppairs”, “ranking” and “JIM”, (2) “+EPM” compared to “reinforce” based on MUC, B3 and LEA, (3) “single” compared to “+EPM” based on MUC and B3, and (4) “ensemble” compared to other systems. Significance is measured based on the approximate randomization test (p < 0.05) (Noreen, 1989).","The CoNLL model performed best on the WikiCoref dataset, with an F1 score of 53.40 when using the +linguistic evaluation metric."
1708.00160v2,"Which deep-coref model performed best on the WikiCoref dataset, according to the table?","The CoNLL model performed best on the WikiCoref dataset, with an F1 score of 53.40 when using the +linguistic evaluation metric.",1708.00160v2-Table2-1.png,Out-of-domain evaluation of deep-coref models on the WikiCoref dataset.,"The ""ensemble"" model of e2ef achieves the highest F$_1$ score of 68.83 on the CoNLL test set. Yes, this performance is statistically significant compared to all other models listed in the table, as indicated by the caption and footnote referencing the approximate randomization test."
1809.00458v1,Which dataset shows a higher variance in F1 score with increasing buffer size?,ENRON,1809.00458v1-Figure5-1.png,"Effect of Buffer Size Approximate Algorithms. In the experiments, the approximate algorithms evaluated are as follows.",Ours-supervised achieved the highest F1 score on the Lobby dataset with a score of 93.4.
1809.00458v1,Which algorithm performs best on the ENRON dataset?,GB-KMV,1809.00458v1-Figure15-1.png,Accuracy versus Similarity threshold,GB-KMV performs better than LSH-E in terms of F1 Score and Precision.
1809.00458v1,Which of the two algorithms (GB-KMV or LSH-E) is the fastest on average across all datasets?,LSH-E,1809.00458v1-Figure14-1.png,The distribution of Accuracy,GB-KMV
1809.00458v1,"Which method performs better, GB-KMV or LSH-E, and how does the performance change with different values of eleFreq and recSize?","GB-KMV generally performs better than LSH-E, as indicated by the higher F1 scores across the range of eleFreq and recSize values. For both methods, the F1 score tends to decrease as recSize increases, while the impact of eleFreq varies depending on the method.",1809.00458v1-Figure16-1.png,EleFreq z-value varying from 0.4 to 1.2 with recSize z-value 1.0; recSize z-value varying from 0.8 to 1.4 with eleFreq z-value 0.8,GB-KMV
1809.00458v1,What is the difference between the Jaccard similarity and the containment similarity?,"The Jaccard similarity measures the overlap between two sets, while the containment similarity measures how much one set is contained within another set.",1809.00458v1-TableI-1.png,TABLE I. THE SUMMARY OF NOTATIONS,0.67
1809.00458v1,Which dataset requires the most storage space when using the LSH-E method?,REUTERS,1809.00458v1-TableIII-1.png,TABLE III. THE SPACE USAGE(%),GB-KMV
1809.00458v1,Which algorithm performs better in terms of F1 score and precision when the space used is 5%?,GB-KMV performs better in terms of F1 score and precision when the space used is 5%.,1809.00458v1-Figure12-1.png,Accuracy versus Space on WEBSPAM,GB-KMV performs better than LSH-E in terms of F1 Score and Precision.
1809.00458v1,Which method has the highest F-1 score when space used is 10%?,GB-KMV,1809.00458v1-Figure13-1.png,Accuracy versus Space on WDC,GB-KMV performs better in terms of F1 score and precision when the space used is 5%.
1809.00458v1,Which dataset has the highest average record length?,CaOpenData,1809.00458v1-TableII-1.png,TABLE II. CHARACTERISTICS OF DATASETS,Headlines.
1809.00458v1,What is the relationship between the element-hash value pairs and the signature size?,"The element-hash value pairs are the elements of the signature, and the signature size is the number of element-hash value pairs in the signature.",1809.00458v1-Figure2-1.png,"The KMV sketch of the dataset in Example 1, each signature consists of element-hash value pairs. ki is the signature size of Xi","Square hashing is a process that uses two hash functions to map a source/destination pair to a bucket in a two-dimensional array. The first hash function, h_i(s), maps the source address to a row in the array, and the second hash function, h_i(d), maps the destination address to a column in the array. The intersection of the row and column is the bucket where the fingerprint is stored."
1809.00458v1,How does the running time of GB-KM vary with the F-1 score?,The running time of GB-KM increases as the F-1 score increases.,1809.00458v1-Figure19-1.png,Supplementary experiments,GB-KMV
1809.00458v1,Which method has a lower running time for all datasets - GB-KMV or LSH-E?,GB-KMV,1809.00458v1-Figure18-1.png,Sketch Construction Time,LSH-E
1809.00458v1,What is the containment similarity of Q in X1?,0.67,1809.00458v1-Figure1-1.png,"A four-record dataset and a query Q; C(Q,Xi) is the containment similarity of Q in Xi","The Jaccard similarity measures the overlap between two sets, while the containment similarity measures how much one set is contained within another set."
1809.00458v1,Which method is more efficient at utilizing space while maintaining high accuracy?,GB-KMV is more efficient at utilizing space while maintaining high accuracy.,1809.00458v1-Figure7-1.png,Accuracy versus Space on COD,UnCoRd-VG-E
1809.00458v1,Which algorithm performs better in terms of F1 Score and Precision on ENRON?,GB-KMV performs better than LSH-E in terms of F1 Score and Precision.,1809.00458v1-Figure9-1.png,Accuracy versus Space on ENRON,GB-KMV performs better in terms of F1 score and precision when the space used is 5%.
